CLARK Y AIRFOIL                                 
   0.24840  0.08840 -1.38614
   0.23706  0.08761 -1.45744
   0.22593  0.08670 -1.52961
   0.21504  0.08565 -1.60059
   0.20440  0.08446 -1.66985
   0.19402  0.08314 -1.73447
   0.18392  0.08168 -1.79406
   0.17411  0.08011 -1.85068
   0.16463  0.07844 -1.90429
   0.15547  0.07669 -1.95781
   0.14668  0.07489 -2.01250
   0.13826  0.07304 -2.06853
   0.13022  0.07117 -2.12598
   0.12257  0.06928 -2.18407
   0.11532  0.06738 -2.24280
   0.10844  0.06548 -2.30127
   0.10194  0.06358 -2.35738
   0.09581  0.06170 -2.41213
   0.09001  0.05984 -2.46633
   0.08454  0.05801 -2.52449
   0.07938  0.05621 -2.58645
   0.07451  0.05445 -2.65556
   0.06990  0.05273 -2.72656
   0.06556  0.05104 -2.79990
   0.06146  0.04937 -2.87157
   0.05759  0.04773 -2.94316
   0.05393  0.04610 -3.01097
   0.05047  0.04450 -3.07477
   0.04720  0.04291 -3.12775
   0.04411  0.04134 -3.17528
   0.04117  0.03977 -3.21380
   0.03839  0.03822 -3.25049
   0.03576  0.03668 -3.29536
   0.03326  0.03515 -3.37520
   0.03089  0.03362 -3.53726
   0.02864  0.03209 -3.83534
   0.02652  0.03057 -4.27236
   0.02450  0.02905 -4.51456
   0.02259  0.02754 -4.55967
   0.02077  0.02603 -4.60063
   0.01905  0.02454 -4.63862
   0.01741  0.02306 -4.67421
   0.01584  0.02160 -4.70784
   0.01435  0.02017 -4.73971
   0.01291  0.01876 -4.77040
   0.01152  0.01738 -4.80016
   0.01018  0.01603 -4.83007
   0.00890  0.01470 -4.86191
   0.00768  0.01338 -4.89789
   0.00652  0.01208 -4.94109
   0.00542  0.01077 -4.99647
   0.00440  0.00947 -5.07139
   0.00346  0.00816 -5.17750
   0.00260  0.00683 -5.32874
   0.00184  0.00550 -5.53371
   0.00118  0.00414 -5.79521
   0.00064  0.00277 -6.06878
   0.00025  0.00139 -6.23784
   0.00011  0.00070 -6.26670
   0.00000  0.00000 -6.29558
  -0.00005 -0.00139 -5.85422
   0.00005 -0.00274 -5.33964
   0.00032 -0.00408 -4.60422
   0.00077 -0.00541 -3.69317
   0.00138 -0.00672 -2.85301
   0.00211 -0.00799 -2.15200
   0.00296 -0.00922 -1.55589
   0.00392 -0.01041 -1.06327
   0.00497 -0.01157 -0.66034
   0.00611 -0.01268 -0.32787
   0.00735 -0.01376 -0.05333
   0.00867 -0.01480  0.16779
   0.01007 -0.01579  0.34942
   0.01156 -0.01672  0.50257
   0.01314 -0.01759  0.63340
   0.01482 -0.01838  0.73962
   0.01659 -0.01911  0.82087
   0.01844 -0.01978  0.88364
   0.02038 -0.02038  0.92747
   0.02240 -0.02094  0.95858
   0.02450 -0.02145  0.97889
   0.02668 -0.02193  0.99126
   0.02895 -0.02240  0.99777
   0.03131 -0.02287  0.99996
   0.03375 -0.02335  0.99899
   0.03628 -0.02384  0.99530
   0.03892 -0.02433  0.98932
   0.04167 -0.02481  0.98116
   0.04454 -0.02527  0.97147
   0.04754 -0.02571  0.96023
   0.05067 -0.02613  0.94772
   0.05396 -0.02652  0.93445
   0.05741 -0.02688  0.92055
   0.06103 -0.02722  0.90664
   0.06483 -0.02753  0.89218
   0.06884 -0.02781  0.87779
   0.07306 -0.02808  0.86322
   0.07752 -0.02833  0.84875
   0.08223 -0.02858  0.83382
   0.08721 -0.02882  0.81794
   0.09248 -0.02907  0.80152
   0.09805 -0.02930  0.78450
   0.10395 -0.02952  0.76735
   0.11019 -0.02972  0.74993
   0.11681 -0.02989  0.73268
   0.12382 -0.03004  0.71525
   0.13122 -0.03015  0.69800
   0.13904 -0.03023  0.68089
   0.14727 -0.03027  0.66380
   0.15592 -0.03027  0.64714
   0.16498 -0.03022  0.63093
   0.17443 -0.03013  0.61520
   0.18427 -0.02998  0.60008
   0.19446 -0.02979  0.58536
   0.20499 -0.02955  0.57138
   0.21581 -0.02926  0.55805
   0.22690 -0.02894  0.54537
   0.23823 -0.02858  0.53325
   0.24977 -0.02818  0.52157
   0.26149 -0.02776  0.51072
   0.27337 -0.02732  0.50024
   0.28538 -0.02687  0.49008
   0.29749 -0.02640  0.48026
   0.30969 -0.02594  0.47028
   0.32197 -0.02548  0.46030
   0.33430 -0.02503  0.45034
   0.34668 -0.02457  0.44032
   0.35910 -0.02412  0.43053
   0.37156 -0.02367  0.42080
   0.38403 -0.02321  0.41128
   0.39653 -0.02276  0.40186
   0.40904 -0.02230  0.39277
   0.42156 -0.02185  0.38372
   0.43410 -0.02139  0.37513
   0.44664 -0.02093  0.36628
   0.45919 -0.02047  0.35798
   0.47174 -0.02000  0.34965
   0.48430 -0.01954  0.34135
   0.49686 -0.01908  0.33329
   0.50942 -0.01862  0.32510
   0.52199 -0.01815  0.31713
   0.53455 -0.01769  0.30918
   0.54712 -0.01723  0.30117
   0.55969 -0.01677  0.29318
   0.57226 -0.01631  0.28540
   0.58483 -0.01585  0.27740
   0.59741 -0.01538  0.26963
   0.60998 -0.01492  0.26170
   0.62255 -0.01446  0.25391
   0.63512 -0.01400  0.24615
   0.64769 -0.01354  0.23801
   0.66026 -0.01308  0.23025
   0.67283 -0.01261  0.22201
   0.68540 -0.01215  0.21408
   0.69797 -0.01169  0.20585
   0.71054 -0.01123  0.19760
   0.72311 -0.01077  0.18932
   0.73567 -0.01031  0.18084
   0.74823 -0.00985  0.17207
   0.76079 -0.00938  0.16341
   0.77334 -0.00892  0.15403
   0.78589 -0.00846  0.14494
   0.79843 -0.00800  0.13555
   0.81096 -0.00754  0.12568
   0.82348 -0.00708  0.11554
   0.83598 -0.00662  0.10513
   0.84846 -0.00616  0.09404
   0.86092 -0.00571  0.08284
   0.87335 -0.00525  0.07041
   0.88573 -0.00480  0.05793
   0.89807 -0.00434  0.04453
   0.91034 -0.00389  0.03010
   0.92253 -0.00344  0.01419
   0.93463 -0.00300 -0.00261
   0.94660 -0.00256 -0.02177
   0.95843 -0.00213 -0.04384
   0.97008 -0.00170 -0.06798
   0.98152 -0.00128 -0.09924
   0.99270 -0.00087 -0.13728
   1.00000 -0.00060 -0.19972
